Symbol,Currency,Name,IB Contract ID,ISIN,Rebate Rate,Fee Rate,Available Shares
ADRNY,USD,KONINKLIJKE AHOLD-SP ADR,240485261.0,XXXXXXX75014,3.3264,1.0036,200000.0
ADRZY,USD,ANDRITZ AG-UNSPON ADR,54939752.0,XXXXXXX21024,-9.4798,13.8098,5000.0
ADSE,USD,ADS-TEC ENERGY PLC,534614320.0,IE000DU292E6,-99.5301,103.8601,500.0
ADSK,USD,AUTODESK INC,265681.0,XXXXXXX91069,3.9219,0.4081,7200000.0
ADSV,USD,ALLIED SECURITY INNOVATIONS,61637095.0,XXXXXXXW2052,4.08,0.25,4700000.0
ADSYQ,USD,AD SYSTEMS COMMUNICATIONS IN,74085357.0,XXXXXXXQ1004,4.08,0.25,1000000.0
ADT,USD,ADT INC,302902498.0,XXXXXXXQ1031,3.9751,0.3549,5300000.0
ADTC,USD,ADVANCED DEPOSITION TECH INC,196559226.0,XXXXXXX11070,4.08,0.25,1000.0
ADTN,USD,ADTRAN HOLDINGS INC,572349097.0,XXXXXXXH1059,3.9247,0.4053,2300000.0
ADTX,USD,ADITXT INC,732742440.0,XXXXXXX57037,-12.4115,16.7415,3900000.0
ADUR,USD,ADURO CLEAN TECHNOLOGIES INC,724297194.0,CA0074082060,-21.7545,26.0845,650000.0
ADUS,USD,ADDUS HOMECARE CORP,69790398.0,XXXXXXX91062,3.9868,0.3432,1200000.0
ADV,USD,ADVANTAGE SOLUTIONS INC,452349384.0,XXXXXXXN1028,4.0532,0.2768,4800000.0
ADVBQ,USD,ADVANTA CORP-CL B,265823.0,XXXXXXX22046,-0.5395,4.8695,40000.0
ADVE,USD,MATTHEWS ASIA DIVIDEND ETF,655624691.0,XXXXXXX05860,-4.5543,8.8843,30000.0
ADVM,USD,ADVERUM BIOTECHNOLOGIES INC,692167627.0,XXXXXXXU2078,3.9196,0.4104,250000.0
ADVNQ,USD,ADVANTA CORP-CL A,265830.0,XXXXXXX21055,2.428,1.902,95000.0
ADVT,USD,ADVANTIS CORP,213613462.0,XXXXXXX41003,4.08,0.25,500000.0
ADWPF,USD,ANDREW PELLER LTD -A,402160300.0,CA03444Q1000,-1.6893,6.0193,100.0
ADX,USD,ADAMS DIVERSIFIED EQUITY,4187.0,XXXXXXX21043,2.6291,1.7009,350000.0
ADXM,USD,ADEX MEDIA INC,51667798.0,XXXXXXXC1036,4.08,0.25,400000.0
ADXN,USD,ADDEX THERAPEUTICS LTD,661246911.0,XXXXXXXJ2069,-161.7368,166.0668,20000.0
ADXS,USD,AYALA PHARMACEUTICALS INC,565846550.0,XXXXXXX44062,-31.2334,35.5634,100000.0
ADYE,USD,ARADYME CORPORATION,30207645.0,XXXXXXXY1001,4.08,0.25,95000.0
ADYEY,USD,ADYEN NV-UNSPON ADR,384163549.0,XXXXXXXV1044,-0.3595,4.6895,1500000.0
ADYX,USD,ADYNXX INC,364697221.0,XXXXXXXD1037,4.08,0.25,20000.0
ADZR,USD,ADZONE RESEARCH INC,508973450.0,XXXXXXXK1025,4.08,0.25,5700000.0
AE,USD,ADAMS RESOURCES &amp; ENERGY INC,764383.0,XXXXXXX13081,4.0798,0.2502,200000.0
AEAE,USD,ALTENERGY ACQUISITION CORP-A,532032660.0,XXXXXXXM1080,2.866,1.464,400.0
AEAEU,USD,ALTENERGY ACQUISITION CORP,523804849.0,XXXXXXXM2070,2.866,1.464,200.0
AEBZY,USD,ANADOLU EFES BIRACILIK-ADR,75216619.0,XXXXXXX32017,-0.4948,4.8248,2000000.0
AECX,USD,ACADIA ENERGY CORP,585153745.0,XXXXXXXW2017,4.08,0.25,10000.0
AEDC,USD,AMERICAN ENERGY DEVELOPMENT,90865332.0,XXXXXXXA1025,4.08,0.25,1500000.0
AEE,USD,AMEREN CORP,13181.0,XXXXXXX81024,4.08,0.25,
AEF,USD,ABRDN EMRG MRKT EQTY INC,74231341.0,XXXXXXXW1053,-3.826,8.156,500000.0
AEFC,USD,AEGON FUNDING CORP II,387742232.0,XXXXXXXV1044,0.8091,3.5209,90000.0
AEG,USD,AEGON LTD-NY REG SHR,656769411.0,XXXXXXXA1045,3.9219,0.4081,5600000.0
AEGXF,USD,AECON GROUP INC,75217959.0,CA00762V1094,3.9261,0.4039,15000.0
AEGY,USD,ALTERNATIVE ENERGY PARTNERS,81328391.0,XXXXXXXE2000,4.08,0.25,8700000.0
AEHI,USD,ALTERNATE ENERGY HOLDINGS IN,41025964.0,XXXXXXXK1051,4.08,0.25,300000.0
AEHL,USD,ANTELOPE ENTERPRISE HOLDINGS,654712344.0,VGG041JN1222,3.7248,0.6052,150000.0
AEHR,USD,AEHR TEST SYSTEMS,4725941.0,XXXXXXXJ1088,-0.7843,5.1143,300000.0
AEI,USD,ALSET INC,605334225.0,XXXXXXXD2080,-28.7104,33.0404,200000.0
AEIS,USD,ADVANCED ENERGY INDUSTRIES,4725946.0,XXXXXXX31008,4.0369,0.2931,750000.0
AELIY,USD,ANADOLU HAYAT EMEK-UNSP ADR,575053637.0,XXXXXXX51074,4.08,0.25,5000.0
AEM,USD,AGNICO EAGLE MINES LTD,4205.0,CA0084741085,4.08,0.25,3400000.0
AEMD,USD,AETHLON MEDICAL INC,658085926.0,XXXXXXXY4061,-75.4851,79.8151,150000.0
AEND,USD,AMERICAN ENTERPRISE DEVELOPM,30207514.0,XXXXXXXP1075,4.08,0.25,400000.0
AENG,USD,ADVANCED ENGINE TECHNOLOGIES,30207652.0,XXXXXXXC1071,4.08,0.25,8000.0
AENP,USD,AMERICAN ENERGY PRODUCTION,46141450.0,XXXXXXX72089,4.08,0.25,150000.0
AENS,USD,ALTERNATIVE ENERGY SOURCES,30207523.0,XXXXXXXJ2087,4.08,0.25,8000.0
AENT,USD,ALLIANCE ENTERTAINMENT HOLDI,620888534.0,XXXXXXXF1021,-29.3608,33.6908,80000.0
AEO,USD,AMERICAN EAGLE OUTFITTERS,4725951.0,XXXXXXXE1064,3.9435,0.3865,4300000.0
AEON,USD,AEON BIOPHARMA INC,643049294.0,XXXXXXXX1000,-30.0242,34.3542,1200000.0
AEP,USD,AMERICAN ELECTRIC POWER,4211.0,XXXXXXX71017,3.9623,0.3677,9900000.0
AEPT,USD,AMERICAN ENERGY PARTNERS INC,476388370.0,XXXXXXXX2018,4.08,0.25,1300000.0
AER,USD,AERCAP HOLDINGS NV,41692402.0,NL0000687663,4.0641,0.2659,5100000.0
AERG,USD,APPLIED ENERGETICS INC,49186682.0,XXXXXXXM1062,-0.1502,4.4802,750000.0
AERN,USD,AER ENERGY RESOURCES INC,76972085.0,XXXXXXX42072,4.08,0.25,3700000.0
AERP,USD,AERO PERFORMANCE PRODUCTS,48733140.0,XXXXXXXW1018,4.08,0.25,
AERS,USD,AERIUS INC,43196226.0,XXXXXXXA1007,4.08,0.25,250000.0
AERT,USD,AERIES TECHNOLOGY INC,664694289.0,KYG0136H1020,-25.0993,29.4293,65000.0
AES,USD,AES CORP,2560358.0,XXXXXXXH1059,3.9219,0.4081,9000000.0
AESI,USD,ATLAS ENERGY SOLUTIONS INC,656365592.0,XXXXXXX51089,3.8929,0.4371,100000.0
AESR,USD,ANFIELD US EQUITY SECTOR ROT,395889538.0,XXXXXXXQ7337,-18.5586,22.8886,15000.0
AETH,USD,BIT TRE ETH TRE RO ST ET-USD,657517454.0,XXXXXXX83010,-1.8548,6.1848,2000.0
AETHF,USD,AETHER GLOBAL INNOVATIONS CO,645671819.0,CA00810E1097,4.08,0.25,1100000.0
AETUF,USD,ARC RESOURCES LTD,82633771.0,CA00208D4084,2.9365,1.3935,150000.0
AEVA,USD,AEVA TECHNOLOGIES INC,690184960.0,XXXXXXXQ2021,3.726,0.604,1100000.0
AEXAY,USD,ATOS ORIGIN SA-UNSP ADR,54476046.0,XXXXXXXA1051,-2.0332,6.3632,2800000.0
AEXE,USD,AIM EXPLORATION INC,231042242.0,XXXXXXXT3023,4.08,0.25,
AEXG,USD,AMEREX GROUP INC,43196218.0,XXXXXXXY1055,4.08,0.25,100000.0
AEYE,USD,AUDIOEYE INC,328849154.0,XXXXXXX42014,3.8274,0.5026,150000.0
AEYGQ,USD,ADDVANTAGE TECHNOLOGIES GRP,665789069.0,XXXXXXX34052,-5.8505,10.1805,35000.0
AFB,USD,ALLIANCEBERSTEIN NTL MUNI,14486871.0,XXXXXXXU1060,-3.9202,8.2502,50000.0
AFBI,USD,AFFINITY BANCSHARES INC,466877031.0,XXXXXXXE1038,3.9238,0.4062,45000.0
AFCG,USD,ADVANCED FLOWER CAPITAL INC,470659032.0,XXXXXXXK1051,3.9258,0.4042,550000.0
AFDG,USD,AFRICAN DISCOVERY GROUP INC,459553031.0,XXXXXXXF1003,3.4826,0.8474,400000.0
AFFS,USD,AMTRUST FINANCIAL SERVIC,197174621.0,XXXXXXX98617,-8.9292,13.2592,70000.0
AFFT,USD,"AMTRUST FINANCIAL SERVICES, INC PREFERRED",206575913.0,XXXXXXX98534,-0.1608,4.4908,85000.0
AFFU,USD,AFFLUENCE CORP,521220072.0,XXXXXXXV1008,4.08,0.25,5400000.0
AFFY,USD,AFFYMAX INC,41924054.0,XXXXXXXA1097,4.08,0.25,1100000.0
AFG,USD,AMERICAN FINANCIAL GROUP INC,661377.0,XXXXXXX21042,3.9399,0.3901,1500000.0
AFGB,USD,AMERICAN FINANCIAL GROUP INC-OH,357949196.0,XXXXXXX28070,-6.4541,10.7841,10000.0
AFGC,USD,AMERICAN FINANCIAL GROUP INC-OH,394126600.0,XXXXXXX28807,-27.9764,32.3064,55000.0
AFGC.OLD1,USD,AFRICA GROWTH CORP,264328444.0,XXXXXXXB1098,4.08,0.25,2000.0
AFGD,USD,AMERICAN FINANCIAL GROUP,424793505.0,XXXXXXX28724,-56.8402,61.1702,15000.0
AFGE,USD,AMERICAN FINANCIAL GROUP,445554618.0,XXXXXXX28641,-15.21,19.54,25000.0
AFIB,USD,ACUTUS MEDICAL INC,438368752.0,XXXXXXX11096,-5.6481,9.9781,950000.0
AFIF,USD,ANFIELD UNIVERSAL FIXED INCO,333832054.0,XXXXXXXQ7667,-14.5477,18.8777,60000.0
AFIIQ,USD,ARMSTRONG FLOORING INC,225463372.0,XXXXXXXR1068,-67.5492,71.8792,400000.0
AFJK,USD,AIMEI HEALTH TECHNOLOGY CO,678917259.0,KYG013411098,-45.1486,49.4786,2000.0
AFJKU,USD,AIMEI HEALTH TECH CO LTD,669231281.0,KYG013411171,-1.0361,5.3661,300.0
AFK,USD,VANECK AFRICA INDEX ETF,229724413.0,XXXXXXXF8665,-3.5619,7.8919,100000.0
AFL,USD,AFLAC INC,4227.0,XXXXXXX51028,3.9219,0.4081,9400000.0
AFLG,USD,FIRST TRUST ACTIVE FACTOR LA,393990626.0,XXXXXXXF8216,-51.4722,55.8022,30000.0
AFLYY,USD,AIR FRANCE-KLM-ADR,28870527.0,XXXXXXX91082,-84.1198,88.4498,150000.0
AFMD,USD,AFFIMED NV,689692522.0,NL0015001ZQ0,2.3641,1.9659,350000.0
AFOM,USD,ALL FOR ONE MEDIA CORP,212654392.0,XXXXXXXM1071,4.08,0.25,
AFPW,USD,ALUMIFUEL POWER CORP,174079784.0,XXXXXXX13056,2.4373,1.8927,
AFRI,USD,FORAFRIC GLOBAL PLC,566646082.0,GI000A3DNK69,-17.0282,21.3582,35000.0
AFRM,USD,AFFIRM HOLDINGS INC,465119069.0,XXXXXXXB1061,3.9704,0.3596,
AFRS,USD,AMERICAN FIRST FINANCIAL INC,99670231.0,XXXXXXXR1023,4.08,0.25,650000.0
AFSE,USD,ALL ENERGY CORP,100296008.0,XXXXXXXB1017,4.08,0.25,30000.0
AFSIA,USD,AMTRUST FINANCIAL SERVIC,130346237.0,XXXXXXX94087,4.08,0.25,10000.0
AFSIB,USD,AMTRUST FINL SVCS INC DEP SH REPSTG,159850422.0,XXXXXXX95076,4.08,0.25,20000.0
AFSIC,USD,AMTRUST FINANCIAL SERVIC,167236270.0,XXXXXXX97056,4.08,0.25,5000.0
AFSIM,USD,AMTRUST FINANCIAL SERVIC,225305459.0,XXXXXXX98468,4.08,0.25,55000.0
AFSIN,USD,AFSI 6.95 12-31-49 PFD,248810431.0,XXXXXXX98203,-32.2092,36.5392,10000.0
AFSIP,USD,AMTRUST FINANCIAL SERVIC,187512900.0,XXXXXXX98872,-38.7419,43.0719,100000.0
AFTM,USD,AFTERMASTER INC,209465447.0,XXXXXXXX1028,4.08,0.25,7600000.0
AFYA,USD,AFYA LTD-CLASS A,374970583.0,KYG011251066,4.0628,0.2672,65000.0
AFYG,USD,AFFINITY GOLD CORP,57811720.0,XXXXXXXM1009,4.08,0.25,65000.0
AG,USD,FIRST MAJESTIC SILVER CORP,41855679.0,CA32076V1031,3.9096,0.4204,7700000.0
AGAE,USD,ALLIED GAMING &amp; ENTERTAINMEN,378605914.0,XXXXXXX01095,3.702,0.628,150000.0
AGCI.RES,USD,MIDAS ENT INC -RES,33767356.0,XXXXXXXC9831,4.08,0.25,600.0
AGCI.RSTD,USD,MIDAS ENT INC -RES 2,51702097.0,XXXXXXX15300,4.08,0.25,9000.0
AGCO,USD,AGCO CORP,4230.0,XXXXXXX41023,4.0599,0.2701,2500000.0
AGCZ,USD,ANDES GOLD CORP,220454150.0,XXXXXXX72026,4.08,0.25,450000.0
AGD,USD,ABRDN GLBL DYNM DIVID,314840622.0,XXXXXXXM1062,-23.0414,27.3714,35000.0
AGDXF,USD,ANTIOQUIA GOLD INC,64785066.0,CA0371801063,-2.7588,7.0888,800000.0
AGDY,USD,AGRI DYNAMICS INC,75216075.0,XXXXXXX52029,4.08,0.25,1900000.0
AGEL,USD,ANGEL ACQUISITION CORP,50551224.0,XXXXXXXP1093,4.08,0.25,
AGEN,USD,AGENUS INC,696183669.0,XXXXXXXG8042,3.4561,0.8739,300000.0
AGESY,USD,AGEAS -SPON ADR,111792321.0,XXXXXXXW2089,-19.7205,24.0505,7000.0
AGFAF,USD,DIGICANN VENTURES INC,646539154.0,CA25380E1060,-5.8115,10.1415,150000.0
AGFMF,USD,AGF MANAGEMENT LTD-CLASS B,75218410.0,CA0010921058,3.9051,0.4249,450000.0
AGFY,USD,AGRIFY CORP,733716557.0,XXXXXXXE4044,-133.523,137.853,10000.0
AGG,USD,ISHARES CORE U.S. AGGREGATE,25985141.0,XXXXXXX72265,3.9706,0.3594,
AGGH,USD,SIMPLIFY AGGREGATE BOND ETF,544622632.0,XXXXXXXN7232,-0.7481,5.0781,90000.0
AGGHF,USD,AGRIOS GLOBAL HOLDINGS LTD,356937193.0,CA00856K1003,4.08,0.25,200.0
AGGI,USD,ALLIED ENERGY INC,41612009.0,XXXXXXX31054,-144.353,148.683,750000.0
AGGS,USD,HARBOR DISCIPLINED BOND ETF,700512610.0,XXXXXXXJ7946,1.6702,2.6598,10000.0
AGGY,USD,WISDOMTREE YIELD ENHANCED US,199490214.0,XXXXXXXX5115,-7.856,12.186,75000.0
AGGZF,USD,AG GROWTH INTERNATIONAL INC,70584611.0,CA0011811068,4.0735,0.2565,250000.0
AGHI,USD,AGORA HOLDINGS INC,265040604.0,XXXXXXXN3035,4.08,0.25,20000.0
AGI,USD,ALAMOS GOLD INC-CLASS A,198630479.0,CA0115321089,4.0099,0.3201,7600000.0
AGILQ,USD,AGILETHOUGHT INC,510459523.0,XXXXXXXF1003,-325.5747,329.9047,500000.0
AGIN,USD,AMERICAN GRAPHITE TECHNOLOGI,111338817.0,XXXXXXXK1079,4.08,0.25,650000.0
AGIO,USD,AGIOS PHARMACEUTICALS INC,131969792.0,XXXXXXXX1046,3.8507,0.4793,2900000.0
AGIX,USD,KRANESHARES AI &amp; TECH ETF,716375736.0,XXXXXXX73636,-28.8076,33.1376,100000.0
AGL,USD,AGILON HEALTH INC,481712060.0,XXXXXXXU1079,3.9272,0.4028,6800000.0
AGLXY,USD,AGL ENERGY LTD-SPON ADR,325214853.0,XXXXXXX12011,-0.9544,5.2844,1000.0
AGM,USD,FEDERAL AGRIC MTG CORP-CL C,4730419.0,XXXXXXX83063,3.9056,0.4244,100000.0
AGM A,USD,FEDERAL AGRIC MTG CORP-CL A,14486877.0,XXXXXXX81083,-12.5275,16.8575,15000.0
AGM PRD,USD,FARMER MAC,365769499.0,XXXXXXX88682,-29.926,34.256,10000.0
AGM PRE,USD,FARMER MAC,423920221.0,XXXXXXX88500,-139.0599,143.3899,80000.0
AGM PRF,USD,FARMER MAC,439970872.0,XXXXXXX88435,-76.1342,80.4642,55000.0
AGM PRG,USD,FARMER MAC,493119057.0,XXXXXXX88351,-21.6005,25.9305,20000.0
AGMB,USD,ALONG MOBILE TECHNOLOGIES IN,43739684.0,XXXXXXX41047,4.08,0.25,15000.0
AGMC,USD,AGENT155 MEDIA CORP,91843245.0,XXXXXXXC1027,4.08,0.25,900000.0
AGMH,USD,AGM GROUP HOLDINGS INC,314453340.0,VGG0132V1058,-10.5037,14.8337,7000.0
AGMI,USD,THEMES SILVER MINERS ETF,701271196.0,XXXXXXX78170,-2.3892,6.7192,100.0
AGMRF,USD,SILVER MOUNTAIN RESOURCES IN,566871521.0,CA8280421014,-6.1172,10.4472,1600000.0
AGNC,USD,AGNC INVESTMENT CORP,249963585.0,XXXXXXXQ1040,3.8797,0.4503,4200000.0
AGNCL,USD,AGNC INVT CORP DEP SHS REPSTG 1-100,585323042.0,XXXXXXXQ8565,-5.3028,9.6328,70000.0
AGNCM,USD,AGNC INVESTMENT CORP,355718896.0,XXXXXXXQ6098,-21.2547,25.5847,300000.0
AGNCN,USD,ANGC 7 PERP PFD,285940674.0,XXXXXXXQ5009,2.5783,1.7517,100000.0
AGNCO,USD,AGNC INVESTMENT CORP,385817777.0,XXXXXXXQ8078,0.1462,4.1838,400000.0
AGNCP,USD,AGNC INVESTMENT CORP,403081760.0,XXXXXXXQ8722,-8.7761,13.1061,450000.0
AGNG,USD,GLB X AGING POPULATION ETF,233010373.0,XXXXXXXY7720,-0.4948,4.8248,25000.0
AGNM,USD,ACRONGENOMICS INC,30207687.0,XXXXXXX51028,4.08,0.25,100000.0
AGNPF,USD,ALGERNON PHARMACEUTICALS INC,527770410.0,CA01559R4008,-1.7846,6.1146,95000.0
AGO,USD,ASSURED GUARANTY LTD,28840439.0,BMG0585R1060,3.9219,0.4081,1400000.0
AGOX,USD,ADAPTIVE ALPHA OPPORTUNITIES,490162084.0,XXXXXXXB7423,-6.2593,10.5893,8000.0
AGPYY,USD,AGILE GROUP HO-UNSPON ADR,55724714.0,XXXXXXXC1099,4.08,0.25,400.0
AGQ,USD,PROSHARES ULTRA SILVER,141973400.0,XXXXXXXW3530,3.9056,0.4244,450000.0
AGQI,USD,FIRST TR ACT GLBL QLTY INC,667433998.0,XXXXXXXF3837,-0.4948,4.8248,9000.0
AGRH,USD,ISHARES INTEREST RATE HEDGED,569833343.0,XXXXXXXW5316,2.7381,1.5919,40000.0
AGRI,USD,AGRIFORCE GROWING SYSTEMS LT,746161748.0,CAC009482059,-60.2212,64.5512,95000.0
AGRO,USD,ADECOAGRO SA,83512173.0,LU0584671464,3.8633,0.4667,2100000.0
AGRPY,USD,ABSA GROUP LTD -SPON ADR,325896798.0,XXXXXXXT1025,-5.9075,10.2375,900.0
AGRS,USD,AGRISTAR INC,56966455.0,XXXXXXXC1009,4.08,0.25,10000.0
AGRT,USD,AGR TOOLS INC,105257499.0,XXXXXXX62077,4.08,0.25,20000.0
AGS,USD,PLAYAGS INC,304144131.0,XXXXXXXN1046,1.7827,2.5473,2600000.0
AGSI,USD,AEGIS ASSESSMENTS INC,30207693.0,XXXXXXXK1016,4.08,0.25,1300000.0
AGSS,USD,AMERIGUARD SECURITY SERVICES,550776970.0,XXXXXXXM2017,4.08,0.25,40000.0
AGTI.OLD,USD,ALTERNATIVE GREEN TECHNOLOGI,59387754.0,XXXXXXXY1082,4.08,0.25,2000.0
AGTK,USD,AGRITEK HOLDINGS INC,358676510.0,XXXXXXXJ2024,4.08,0.25,450000.0
AGTT,USD,ANGSTROM TECHNOLOGIES INC,75218393.0,XXXXXXX31084,4.08,0.25,4000.0
AGTX,USD,AGENTIX CORP,374165076.0,XXXXXXXA1034,4.08,0.25,7000.0
AGX,USD,ARGAN INC,30207664.0,XXXXXXXE1091,4.08,0.25,450000.0
AGXPF,USD,SILVER X MINING CORP,497222448.0,CA8283411079,-15.2369,19.5669,600000.0
AGYP,USD,ALLIED ENERGY CORP,101324561.0,XXXXXXX12088,-1.4598,5.7898,1200000.0
AGYS,USD,AGILYSYS INC,273139.0,XXXXXXXJ1051,3.9649,0.3651,1300000.0
AGZ,USD,ISHARES AGENCY BOND ETF,55734123.0,XXXXXXX81662,-9.2633,13.5933,40000.0
AGZD,USD,WISDOMTREE TRUST WISDOMTREE,140149917.0,XXXXXXXW3806,-1.5333,5.8633,100000.0
AHAD,USD,ALPHACOM HOLDINGS INC,358367661.0,XXXXXXXA1060,4.08,0.25,6000.0
AHCHY,USD,CONCH CEMENT-H-UNS ADR,55705791.0,XXXXXXX31045,-20.3592,24.6892,10000.0
AHCO,USD,ADAPTHEALTH CORP,391048323.0,XXXXXXXQ1022,4.08,0.25,3500000.0
AHELF,USD,AUSCAN RESOURCES INC,563578560.0,CA0521041065,4.08,0.25,10000.0
AHEXY,USD,ADECCO GROUP AG-REG-UNSP ADR,54740836.0,XXXXXXX42045,-7.911,12.241,70000.0
AHFD,USD,ACTIVE HEALTH FOODS INC,178687881.0,XXXXXXX13052,4.08,0.25,
AHFI,USD,ABSOLUTE HEALTH AND FITNESS,132922718.0,XXXXXXXN1028,4.08,0.25,100000.0
AHFP,USD,ARTISANAL BRANDS INC,80627424.0,XXXXXXXT1088,4.08,0.25,30000.0
AHG,USD,AKSO HEALTH GROUP,463066165.0,XXXXXXXP1084,-58.2243,62.5543,100000.0
AHGIF,USD,ALTERNATE HEALTH CORP,274663862.0,CA02090B1022,4.08,0.25,150000.0
AHH,USD,ARMADA HOFFLER PROPERTIES IN,127149802.0,XXXXXXXT1088,4.08,0.25,3000000.0
AHH PRA,USD,ARMADA HOFFLER PROPERTIE,371248010.0,XXXXXXXT2078,-46.6645,50.9945,65000.0
AHII,USD,AMERICAN HERITAGE INTERNATIO,187655565.0,XXXXXXXU2015,4.08,0.25,9000.0
AHIX,USD,ALUF HOLDINGS INC,461440304.0,XXXXXXX73082,-1.7846,6.1146,650000.0
AHKSY,USD,ASAHI KASEI CORP-UNSPON ADR,75221108.0,XXXXXXX01006,-16.3577,20.6877,15000.0
AHL PRD,USD,ASPEN INSURANCE HLDG LTD,247845864.0,BMG053841620,-2.699,7.029,35000.0
AHL PRE,USD,ASPEN INSURANCE HLDG LTD,377777498.0,BMG053842040,-8.8664,13.1964,150000.0
AHL PRF,USD,ASPEN INSURANCE HLDG LTD,745930019.0,BMG053841703,-23.5711,27.9011,1000.0
AHLD,USD,ATD NEW HOLDINGS INC,383168247.0,XXXXXXXP1003,4.08,0.25,30000.0
AHLT,USD,AMERICAN BEACON AHL TREND,651419050.0,XXXXXXXW3097,-0.694,5.024,55000.0
AHNA,USD,ATC HEALTHCARE INC-A,15544288.0,XXXXXXXC1027,4.08,0.25,3400000.0
AHNR,USD,ATHENA GOLD CORP,482640869.0,XXXXXXXB1089,-4.7074,9.0374,40000.0
AHR,USD,AMERICAN HEALTHCARE REIT INC,682161364.0,XXXXXXX23038,3.9238,0.4062,4100000.0
AHRO,USD,AUTHENTIC HOLDINGS INC,367394819.0,XXXXXXX11006,4.08,0.25,
AHROQ,USD,ATHERONOVA INC,149487245.0,XXXXXXX83041,4.08,0.25,1000.0
AHT,USD,ASHFORD HOSPITALITY TRUST,735658973.0,XXXXXXX37944,3.8163,0.5137,450000.0
AHT PRD,USD,ASHFORD HOSPITALITY TR INC. 8.45% SER D,45523614.0,XXXXXXX34065,-38.4322,42.7622,30000.0
AHT PRF,USD,ASHFORD HOSPITALITY TRUS,240115422.0,XXXXXXX36045,-0.4948,4.8248,55000.0
AHT PRG,USD,ASHFORD HOSPITALITY TRUS,252023246.0,XXXXXXX37035,-31.45,35.78,80000.0
AHT PRH,USD,ASHFORD HOSPITALITY TRUS,286166565.0,XXXXXXX38025,-1.2877,5.6177,100000.0
AHT PRI,USD,AHT 7 1-2 PERP PFD,295754145.0,XXXXXXX38850,-22.1453,26.4753,95000.0
AHYB,USD,AMERICAN CENTURY SELECT HY,526906295.0,XXXXXXX23311,-2.0104,6.3404,90.0
AI,USD,C3.AI INC-A,459113767.0,XXXXXXXP1049,3.8446,0.4854,1200000.0
AIA,USD,ISHARES ASIA 50 ETF,47172453.0,XXXXXXX84302,2.3468,1.9832,25000.0
AIAD,USD,AIADVERTISING INC,506981412.0,XXXXXXXR1032,4.08,0.25,
AIBD,USD,DX DAILYAI &amp;BIG DATA BEAR 2X,703246374.0,XXXXXXXA6929,-0.3144,4.6444,100.0
AIBGY,USD,AIB GROUP PLC-UNSP ADR,305372178.0,XXXXXXXT1043,-29.8464,34.1764,150000.0
AIBT,USD,AIBOTICS INC,511289647.0,XXXXXXXW1071,4.0611,0.2689,45000.0
AIBU,USD,DXDAILYAI AND BIG DATABULL2X,703246377.0,XXXXXXXA7182,-8.0725,12.4025,25000.0
AICOF,USD,GENERATIVE AI SOLUTIONS CORP,626267056.0,CA37149M2040,-6.4982,10.8282,300000.0
AIDA,USD,AIDA PHARMACEUTICALS INC,38257823.0,XXXXXXX11027,4.08,0.25,45000.0
AIDO,USD,ADVANCED ID CORP,30207708.0,XXXXXXXV1089,4.08,0.25,100000.0
AIEQ,USD,AMPLIFY AI POWERED EQUITY,680623539.0,XXXXXXX85658,-1.0361,5.3661,10000.0
AIEV,USD,THUNDER POWER HOLDINGS INC,578031272.0,XXXXXXXT1025,-86.558,90.888,100000.0
AIFD,USD,TCW ARTIFICIAL INTEL ETF,701271200.0,XXXXXXXL5021,-6.1677,10.4977,30000.0
AIFF,USD,FIREFLY NEUROSCIENCE INC,721996237.0,XXXXXXX01012,-162.8735,167.2035,70000.0
AIFM,USD,AIFARM LTD,399914261.0,XXXXXXXA1097,4.08,0.25,200.0
AIFS,USD,AGENT INFORMATION SOFTWARE I,73153170.0,XXXXXXXD1081,4.08,0.25,25000.0
AIFU,USD,AIX INC-ADR,257941393.0,XXXXXXXA1034,3.1158,1.2142,750000.0
AIG,USD,AMERICAN INTERNATIONAL GROUP,61319701.0,XXXXXXX47849,3.9219,0.4081,
AIGFF,USD,GENESIS AI CORP,641331284.0,CA3719571018,-13.8006,18.1306,60000.0
AIGI,USD,ARTISTMSS INTERNATIONAL GROU,118731596.0,XXXXXXXX1090,4.08,0.25,2000.0
AIHS,USD,SENMIAO TECHNOLOGY LTD,554985720.0,XXXXXXX52046,-67.2155,71.5455,650000.0
AIJTY,USD,JIANPU TECHNOLOGY INC-SP ADR,451447556.0,XXXXXXXD3098,2.6174,1.7126,100000.0
AILEQ,USD,ILEARNINGENGINES INC,697297697.0,XXXXXXXQ1067,-989.4186,993.7486,25000.0
AILIH,USD,AMEREN ILLINOIS CO,159083802.0,XXXXXXXD8039,-9.155,13.485,500.0
AILIM,USD,AMEREN ILLINOIS CO,754315848.0,XXXXXXXD8450,4.08,0.25,100.0
AILLI,USD,AMEREN ILLINOIS CO,120696496.0,XXXXXXXD6058,-6.7193,11.0493,300.0
AILLM,USD,CENTRAL ILL PUB 4.92,79558118.0,XXXXXXXD5068,4.08,0.25,100.0
AILLN,USD,CENTRAL ILL PUB 4.9,79558275.0,XXXXXXXD4079,4.08,0.25,200.0
AILLO,USD,AMEREN ILLINOIS CO 4.25% PFD,84951794.0,XXXXXXXD3089,-8.7916,13.1216,1000.0
AILLP,USD,CENTRAL ILL PUB 4,79558106.0,XXXXXXXD2099,4.08,0.25,1000.0
